date,side,entry,exit,sl,tp,qty,pred_rr,actual_rr,pnl,bal,hit_sl,hit_tp
2025-10-16,long,111915,110377.0,110377,113506.92419481288,0.084,1.0350612450018746,-1.057813263979194,-136.66101120000002,12829.944398421869,True,False
2025-10-18,long,107368,107195.0,106327,108045.96727144027,0.123,0.6512653904325287,-0.24863131604226701,-31.8354996,12798.108898821869,False,False
2025-10-19,long,107818,108662.0,106739,110931.629905566,0.119,2.88566256308249,0.7019536607970344,90.131552,12888.24045082187,False,False
2025-10-20,long,110435,110555.0,107442,114317.40935193753,0.043,1.2971631646968036,0.01055930504510524,1.3589719999999992,12889.59942282187,False,False
2025-10-21,long,110832,109083.0,109083,115640.8371013172,0.074,2.74947804535003,-1.0502950257289878,-135.93548399999997,12753.66393882187,True,False
2025-10-22,long,109042,107870.0,107870,112420.61303955632,0.109,2.8827756310207544,-1.074031399317406,-137.2053632,12616.45857562187,True,False
2025-10-23,long,108831,110781.82743341847,107485,110781.82743341847,0.094,1.449351733594697,1.3840878918611446,175.12033642983945,12791.57891205171,False,True
2025-10-24,long,110987,109982.0,109982,112409.34849874728,0.127,1.4152721380569944,-1.0879478606965174,-138.8602252,12652.71868685171,True,False
2025-10-25,long,111294,111648.0,110673,113292.35645079707,0.204,3.2179652991901446,0.4264463768115942,54.0239328,12706.74261965171,False,False
2025-10-26,long,111994,114891.75452694265,111235,114891.75452694265,0.167,3.8178584017689663,3.6982875166427815,468.76903759702253,13175.511657248733,False,True
2025-10-27,long,115467,114351.0,114351,117079.31599052869,0.118,1.4447275900794743,-1.0823720430107526,-142.53540959999998,13032.976247648734,True,False
2025-10-28,long,114560,113552.0,113552,116326.2964315484,0.129,1.7522782059011908,-1.0905206349206351,-141.80257920000003,12891.173668448733,True,False
2025-10-29,long,112956,112076.0,112076,114696.1219754816,0.146,1.9774113357745504,-1.1022872727272728,-141.6218688,12749.551799648732,True,False
2025-10-30,long,111185,109714.0,109714,112162.29094728474,0.087,0.6643718200440111,-1.0600677090414685,-135.6642852,12613.887514448732,True,False
2025-10-31,long,110159,109536.0,108251,114338.3697074482,0.066,2.190445339333444,-0.3725775681341719,-46.917948,12566.969566448732,False,False
2025-11-01,long,110224,110032.0,109298,111032.78537674416,0.136,0.8734183334170091,-0.3024863930885529,-38.0939264,12528.875640048731,False,False
2025-11-02,long,110260,109829.0,109829,111774.44637841811,0.291,3.51379670166614,-1.2042589327146171,-151.03935959999998,12377.836280448731,True,False
2025-11-05,long,102379,103844.0,98928,105035.47641927455,0.036,0.7697700432554488,0.40061164879745,49.77038879999999,12427.606669248731,False,False
2025-11-06,long,104141,102693.0,102693,105267.80010376121,0.086,0.7781768672384097,-1.0571364640883978,-131.6430896,12295.963579648731,True,False
2025-11-07,long,102338,100671.0,100671,103886.29970475209,0.074,0.9287940640384444,-1.0487124175164968,-129.3670664,12166.59651324873,True,False
2025-11-09,long,102338,103924.13156013892,101399,103924.13156013892,0.13,1.689170990563278,1.60130639777941,195.47147197693258,12362.067985225664,False,True
2025-11-12,long,103408,102625.0,102625,105814.57578780667,0.158,3.0735322960493763,-1.10525312899106,-136.7352856,12225.332699625664,True,False
2025-11-13,long,102701,100887.0,100887,104185.1752446378,0.067,0.8181781943978997,-1.044892613009923,-126.99415840000002,12098.338541225663,True,False
2025-11-16,long,95961,94787.0,94787,97599.58070381294,0.103,1.395724619942882,-1.064990800681431,-128.7808176,11969.557723625663,True,False
2025-11-17,long,95588,93684.0,93684,97103.64272760492,0.063,0.7960308443303158,-1.039763025210084,-124.7216544,11844.836069225663,True,False
2025-11-18,long,92266,92893.0,89588,99215.04497132215,0.044,2.594863693548224,0.20647363704256907,24.329201599999998,11869.165270825662,False,False
2025-11-20,long,92750,91079.0,91079,93984.76921642415,0.071,0.7389402851131932,-1.0440045481747458,-123.8617436,11745.303527225662,True,False
2025-11-23,long,86355,86788.0,84629,88265.16248128339,0.068,1.106699004219808,0.21074322132097334,24.7345104,11770.038037625662,False,False
2025-11-24,long,88042,88263.0,85893,90264.10135847398,0.055,1.0340164534546215,0.0700223359702187,8.27629,11778.314327625661,False,False
2025-11-25,long,88274,87411.0,87411,89673.19751945115,0.136,1.6213180990163865,-1.0814298957126305,-126.92526400000001,11651.389063625662,True,False
2025-11-26,long,88387,90456.0,87021,92117.42290212093,0.085,2.7309098844223536,1.4622714494875548,169.78433800000002,11821.173401625661,False,False
2025-11-28,long,91432,90631.0,90631,93928.94442584224,0.148,3.1172839273935673,-1.090917852684145,-129.3261296,11691.847272025661,True,False
2025-11-29,long,91121,90535.0,90535,92936.51847842822,0.2,3.0981544000481556,-1.1239972696245735,-131.73248,11560.11479202566,True,False
